"checkpoint","case_id","baseline_completed","candidate_completed","candidate_error_free","all_expected_files_exist","string_links_identical","baseline_graph_nodes","candidate_graph_nodes","baseline_graph_edges","candidate_graph_edges","graph_node_edge_counts_identical","workbook_sheet_names_identical","all_sheet_columns_identical","strict_sheets_compared","strict_sheets_identical","log_summary_identical","strict_regression_core_match"
"phase_4_deterministic_A01_repeatability","A01",TRUE,TRUE,TRUE,TRUE,TRUE,169,169,630,630,TRUE,TRUE,TRUE,12,12,TRUE,TRUE
