"sample_id","audit_timestamp","analytical_sheet_count","technical_sheet_count","graph_nodes","graph_edges","graph_node_attribute_count","graph_edge_attribute_count","string_url_count","submitted_string_identifier_count","p0_failures","p1_failures","warnings","passed_checks","overall_status"
"A01","2026-07-21 19:09:21 +0300",11,16,169,630,48,1,2,338,14,8,1,1,"BASELINE_HAS_CRITICAL_ISSUES"
